DateTime,SpCondShallow_uS/cm,ODOShallow_mg/L,TempShallow_C,pHShallow,TurbShallow_NTU+,ChlRFUShallow_RFU,n_obs_SpCondShallow_uS/cm,n_obs_ODOShallow_mg/L,n_obs_TempShallow_C,n_obs_pHShallow,n_obs_TurbShallow_NTU+,n_obs_ChlRFUShallow_RFU
2014-08-14,688.0,7.255,23.064999999999998,8.49,4.9,4.8,96,96,96,96,96,96
2014-08-15,692.0,6.21,23.06,8.34,5.0,4.9,59,59,59,59,59,59
2014-08-16,705.0,9.61,24.32,8.64,5.7,5.2,91,91,91,91,91,91
2014-08-17,710.0,8.405000000000001,23.91,8.6,7.2,4.6,96,96,96,96,96,96
2014-08-18,710.0,7.75,23.549999999999997,8.54,7.95,4.5,96,96,96,96,96,96
2014-08-19,710.0,7.46,23.445,8.53,7.2,4.4,96,96,96,96,96,96
2014-08-20,706.0,8.254999999999999,23.295,8.6,7.9,4.4,96,96,96,96,96,96
2014-08-21,700.0,7.985,23.18,8.655000000000001,8.6,4.2,96,96,96,96,20,20
2014-08-22,706.0,6.895,22.66,8.55,,,96,96,96,96,0,0
2014-08-23,715.0,6.29,22.1,8.49,,,83,83,83,83,0,0
2014-08-24,713.5,7.29,21.09,8.64,,,96,96,96,96,0,0
2014-08-25,710.0,7.255,18.75,8.58,,,96,96,96,96,0,0
2014-08-26,731.0,7.15,17.61,8.31,,,96,96,96,96,0,0
2014-08-27,733.0,7.12,17.310000000000002,8.254999999999999,18.55,3.9499999999999997,66,66,66,66,18,18
2014-08-28,727.0,8.335,17.78,8.49,11.6,2.7,96,96,96,96,96,96
2014-08-29,729.0,8.695,18.455,8.52,9.2,2.3,96,96,96,96,96,96
2014-08-30,742.0,8.43,19.14,8.46,6.5,2.1,96,96,96,96,96,96
2014-08-31,745.0,7.895,18.675,8.41,5.4,1.7,96,96,96,96,96,96
2014-09-01,743.0,7.73,18.630000000000003,8.44,5.6,1.6,96,96,96,96,96,96
2014-09-02,749.0,7.0649999999999995,18.59,8.34,5.3,1.4,96,96,96,96,96,96
2014-09-03,745.0,7.105,18.44,8.37,5.6,1.6,96,96,96,96,96,96
2014-09-04,745.0,7.515,18.455,8.41,5.6,1.7,96,96,96,96,96,96
2014-09-05,742.0,7.4,17.93,8.33,5.6,1.5,96,96,96,96,96,96
2014-09-06,747.0,7.84,17.8,8.3,4.5,1.5,5,5,5,5,5,5
2014-09-07,,,,,,,0,0,0,0,0,0
2014-09-08,,,,,,,0,0,0,0,0,0
2014-09-09,,,,,,,0,0,0,0,0,0
2014-09-10,,,,,,,0,0,0,0,0,0
2014-09-11,,,,,,,0,0,0,0,0,0
2014-09-12,,,,,,,0,0,0,0,0,0
2014-09-13,,,,,,,0,0,0,0,0,0
2014-09-14,,,,,,,0,0,0,0,0,0
2014-09-15,,,,,,,0,0,0,0,0,0
2014-09-16,,,,,,,0,0,0,0,0,0
2014-09-17,,,,,,,0,0,0,0,0,0
2014-09-18,,,,,,,0,0,0,0,0,0
2014-09-19,,,,,,,0,0,0,0,0,0
2014-09-20,,,,,,,0,0,0,0,0,0
2014-09-21,,,,,,,0,0,0,0,0,0
2014-09-22,,,,,,,0,0,0,0,0,0
2014-09-23,,,,,,,0,0,0,0,0,0
2014-09-24,,,,,,,0,0,0,0,0,0
2014-09-25,,,,,,,0,0,0,0,0,0
2014-09-26,,,,,,,0,0,0,0,0,0
2014-09-27,,,,,,,0,0,0,0,0,0
2014-09-28,,,,,,,0,0,0,0,0,0
2014-09-29,,,,,,,0,0,0,0,0,0
2014-09-30,,,,,,,0,0,0,0,0,0
2014-10-01,,,,,,,0,0,0,0,0,0
2014-10-02,,,,,,,0,0,0,0,0,0
2014-10-03,,,,,,,0,0,0,0,0,0
2014-10-04,,,,,,,0,0,0,0,0,0
2014-10-05,,,,,,,0,0,0,0,0,0
2014-10-06,,,,,,,0,0,0,0,0,0
2014-10-07,,,,,,,0,0,0,0,0,0
2014-10-08,,,,,,,0,0,0,0,0,0
2014-10-09,,,,,,,0,0,0,0,0,0
2014-10-10,,,,,,,0,0,0,0,0,0
2014-10-11,,,,,,,0,0,0,0,0,0
2014-10-12,,,,,,,0,0,0,0,0,0
2014-10-13,,,,,,,0,0,0,0,0,0
2014-10-14,,,,,,,0,0,0,0,0,0
2014-10-15,,,,,,,0,0,0,0,0,0
2014-10-16,,,,,,,0,0,0,0,0,0
2014-10-17,,,,,,,0,0,0,0,0,0
2014-10-18,,,,,,,0,0,0,0,0,0
2014-10-19,,,,,,,0,0,0,0,0,0
2014-10-20,,,,,,,0,0,0,0,0,0
2014-10-21,,,,,,,0,0,0,0,0,0
2014-10-22,,,,,,,0,0,0,0,0,0
2014-10-23,,,,,,,0,0,0,0,0,0
2014-10-24,,,,,,,0,0,0,0,0,0
2014-10-25,,,,,,,0,0,0,0,0,0
2014-10-26,,,,,,,0,0,0,0,0,0
2014-10-27,,,,,,,0,0,0,0,0,0
2014-10-28,,,,,,,0,0,0,0,0,0
2014-10-29,,,,,,,0,0,0,0,0,0
2014-10-30,,,,,,,0,0,0,0,0,0
2014-10-31,,,,,,,0,0,0,0,0,0
2014-11-01,,,,,,,0,0,0,0,0,0
2014-11-02,,,,,,,0,0,0,0,0,0
2014-11-03,,,,,,,0,0,0,0,0,0
2014-11-04,,,,,,,0,0,0,0,0,0
2014-11-05,,,,,,,0,0,0,0,0,0
2014-11-06,,,,,,,0,0,0,0,0,0
2014-11-07,,,,,,,0,0,0,0,0,0
2014-11-08,,,,,,,0,0,0,0,0,0
2014-11-09,,,,,,,0,0,0,0,0,0
2014-11-10,,,,,,,0,0,0,0,0,0
2014-11-11,,,,,,,0,0,0,0,0,0
2014-11-12,,,,,,,0,0,0,0,0,0
2014-11-13,,,,,,,0,0,0,0,0,0
2014-11-14,,,,,,,0,0,0,0,0,0
2014-11-15,,,,,,,0,0,0,0,0,0
2014-11-16,,,,,,,0,0,0,0,0,0
2014-11-17,,,,,,,0,0,0,0,0,0
2014-11-18,,,,,,,0,0,0,0,0,0
2014-11-19,,,,,,,0,0,0,0,0,0
2014-11-20,,,,,,,0,0,0,0,0,0
2014-11-21,,,,,,,0,0,0,0,0,0
2014-11-22,,,,,,,0,0,0,0,0,0
2014-11-23,,,,,,,0,0,0,0,0,0
2014-11-24,,,,,,,0,0,0,0,0,0
2014-11-25,,,,,,,0,0,0,0,0,0
2014-11-26,,,,,,,0,0,0,0,0,0
2014-11-27,,,,,,,0,0,0,0,0,0
2014-11-28,,,,,,,0,0,0,0,0,0
2014-11-29,,,,,,,0,0,0,0,0,0
2014-11-30,,,,,,,0,0,0,0,0,0
2014-12-01,,,,,,,0,0,0,0,0,0
2014-12-02,,,,,,,0,0,0,0,0,0
2014-12-03,,,,,,,0,0,0,0,0,0
2014-12-04,,,,,,,0,0,0,0,0,0
2014-12-05,,,,,,,0,0,0,0,0,0
2014-12-06,,,,,,,0,0,0,0,0,0
2014-12-07,,,,,,,0,0,0,0,0,0
2014-12-08,,,,,,,0,0,0,0,0,0
2014-12-09,,,,,,,0,0,0,0,0,0
2014-12-10,,,,,,,0,0,0,0,0,0
2014-12-11,,,,,,,0,0,0,0,0,0
2014-12-12,,,,,,,0,0,0,0,0,0
2014-12-13,,,,,,,0,0,0,0,0,0
2014-12-14,,,,,,,0,0,0,0,0,0
2014-12-15,,,,,,,0,0,0,0,0,0
2014-12-16,,,,,,,0,0,0,0,0,0
2014-12-17,,,,,,,0,0,0,0,0,0
2014-12-18,,,,,,,0,0,0,0,0,0
2014-12-19,,,,,,,0,0,0,0,0,0
2014-12-20,,,,,,,0,0,0,0,0,0
2014-12-21,,,,,,,0,0,0,0,0,0
2014-12-22,,,,,,,0,0,0,0,0,0
2014-12-23,,,,,,,0,0,0,0,0,0
2014-12-24,,,,,,,0,0,0,0,0,0
2014-12-25,,,,,,,0,0,0,0,0,0
2014-12-26,,,,,,,0,0,0,0,0,0
2014-12-27,,,,,,,0,0,0,0,0,0
2014-12-28,,,,,,,0,0,0,0,0,0
2014-12-29,,,,,,,0,0,0,0,0,0
2014-12-30,,,,,,,0,0,0,0,0,0
2014-12-31,,,,,,,0,0,0,0,0,0
2015-01-01,,,,,,,0,0,0,0,0,0
2015-01-02,,,,,,,0,0,0,0,0,0
2015-01-03,,,,,,,0,0,0,0,0,0
2015-01-04,,,,,,,0,0,0,0,0,0
2015-01-05,,,,,,,0,0,0,0,0,0
2015-01-06,,,,,,,0,0,0,0,0,0
2015-01-07,,,,,,,0,0,0,0,0,0
2015-01-08,,,,,,,0,0,0,0,0,0
2015-01-09,,,,,,,0,0,0,0,0,0
2015-01-10,,,,,,,0,0,0,0,0,0
2015-01-11,,,,,,,0,0,0,0,0,0
2015-01-12,,,,,,,0,0,0,0,0,0
2015-01-13,,,,,,,0,0,0,0,0,0
2015-01-14,,,,,,,0,0,0,0,0,0
2015-01-15,,,,,,,0,0,0,0,0,0
2015-01-16,,,,,,,0,0,0,0,0,0
2015-01-17,,,,,,,0,0,0,0,0,0
2015-01-18,,,,,,,0,0,0,0,0,0
2015-01-19,,,,,,,0,0,0,0,0,0
2015-01-20,,,,,,,0,0,0,0,0,0
2015-01-21,,,,,,,0,0,0,0,0,0
2015-01-22,,,,,,,0,0,0,0,0,0
2015-01-23,,,,,,,0,0,0,0,0,0
2015-01-24,,,,,,,0,0,0,0,0,0
2015-01-25,,,,,,,0,0,0,0,0,0
2015-01-26,,,,,,,0,0,0,0,0,0
2015-01-27,,,,,,,0,0,0,0,0,0
2015-01-28,,,,,,,0,0,0,0,0,0
2015-01-29,,,,,,,0,0,0,0,0,0
2015-01-30,,,,,,,0,0,0,0,0,0
2015-01-31,,,,,,,0,0,0,0,0,0
2015-02-01,,,,,,,0,0,0,0,0,0
2015-02-02,,,,,,,0,0,0,0,0,0
2015-02-03,,,,,,,0,0,0,0,0,0
2015-02-04,,,,,,,0,0,0,0,0,0
2015-02-05,,,,,,,0,0,0,0,0,0
2015-02-06,,,,,,,0,0,0,0,0,0
2015-02-07,,,,,,,0,0,0,0,0,0
2015-02-08,,,,,,,0,0,0,0,0,0
2015-02-09,,,,,,,0,0,0,0,0,0
2015-02-10,,,,,,,0,0,0,0,0,0
2015-02-11,,,,,,,0,0,0,0,0,0
2015-02-12,,,,,,,0,0,0,0,0,0
2015-02-13,,,,,,,0,0,0,0,0,0
2015-02-14,,,,,,,0,0,0,0,0,0
2015-02-15,,,,,,,0,0,0,0,0,0
2015-02-16,,,,,,,0,0,0,0,0,0
2015-02-17,,,,,,,0,0,0,0,0,0
2015-02-18,,,,,,,0,0,0,0,0,0
2015-02-19,,,,,,,0,0,0,0,0,0
2015-02-20,,,,,,,0,0,0,0,0,0
2015-02-21,,,,,,,0,0,0,0,0,0
2015-02-22,,,,,,,0,0,0,0,0,0
2015-02-23,,,,,,,0,0,0,0,0,0
2015-02-24,,,,,,,0,0,0,0,0,0
2015-02-25,,,,,,,0,0,0,0,0,0
2015-02-26,,,,,,,0,0,0,0,0,0
2015-02-27,,,,,,,0,0,0,0,0,0
2015-02-28,,,,,,,0,0,0,0,0,0
2015-03-01,,,,,,,0,0,0,0,0,0
2015-03-02,,,,,,,0,0,0,0,0,0
2015-03-03,,,,,,,0,0,0,0,0,0
2015-03-04,,,,,,,0,0,0,0,0,0
2015-03-05,,,,,,,0,0,0,0,0,0
2015-03-06,,,,,,,0,0,0,0,0,0
2015-03-07,,,,,,,0,0,0,0,0,0
2015-03-08,,,,,,,0,0,0,0,0,0
2015-03-09,,,,,,,0,0,0,0,0,0
2015-03-10,,,,,,,0,0,0,0,0,0
2015-03-11,,,,,,,0,0,0,0,0,0
2015-03-12,,,,,,,0,0,0,0,0,0
2015-03-13,,,,,,,0,0,0,0,0,0
2015-03-14,,,,,,,0,0,0,0,0,0
2015-03-15,,,,,,,0,0,0,0,0,0
2015-03-16,,,,,,,0,0,0,0,0,0
2015-03-17,,,,,,,0,0,0,0,0,0
2015-03-18,,,,,,,0,0,0,0,0,0
2015-03-19,,,,,,,0,0,0,0,0,0
2015-03-20,,,,,,,0,0,0,0,0,0
2015-03-21,,,,,,,0,0,0,0,0,0
2015-03-22,,,,,,,0,0,0,0,0,0
2015-03-23,,,,,,,0,0,0,0,0,0
2015-03-24,,,,,,,0,0,0,0,0,0
2015-03-25,,,,,,,0,0,0,0,0,0
2015-03-26,,,,,,,0,0,0,0,0,0
2015-03-27,,,,,,,0,0,0,0,0,0
2015-03-28,,,,,,,0,0,0,0,0,0
2015-03-29,,,,,,,0,0,0,0,0,0
2015-03-30,,,,,,,0,0,0,0,0,0
2015-03-31,,,,,,,0,0,0,0,0,0
2015-04-01,,,,,,,0,0,0,0,0,0
2015-04-02,,,,,,,0,0,0,0,0,0
2015-04-03,,,,,,,0,0,0,0,0,0
2015-04-04,,,,,,,0,0,0,0,0,0
2015-04-05,,,,,,,0,0,0,0,0,0
2015-04-06,,,,,,,0,0,0,0,0,0
2015-04-07,,,,,,,0,0,0,0,0,0
2015-04-08,,,,,,,0,0,0,0,0,0
2015-04-09,,,,,,,0,0,0,0,0,0
2015-04-10,,,,,,,0,0,0,0,0,0
2015-04-11,,,,,,,0,0,0,0,0,0
2015-04-12,,,,,,,0,0,0,0,0,0
2015-04-13,,,,,,,0,0,0,0,0,0
2015-04-14,,,,,,,0,0,0,0,0,0
2015-04-15,,,,,,,0,0,0,0,0,0
2015-04-16,,,,,,,0,0,0,0,0,0
2015-04-17,,,,,,,0,0,0,0,0,0
2015-04-18,,,,,,,0,0,0,0,0,0
2015-04-19,,,,,,,0,0,0,0,0,0
2015-04-20,,,,,,,0,0,0,0,0,0
2015-04-21,,,,,,,0,0,0,0,0,0
2015-04-22,,,,,,,0,0,0,0,0,0
2015-04-23,,,,,,,0,0,0,0,0,0
2015-04-24,,,,,,,0,0,0,0,0,0
2015-04-25,,,,,,,0,0,0,0,0,0
2015-04-26,,,,,,,0,0,0,0,0,0
2015-04-27,,,,,,,0,0,0,0,0,0
2015-04-28,,,,,,,0,0,0,0,0,0
2015-04-29,,,,,,,0,0,0,0,0,0
2015-04-30,,,,,,,0,0,0,0,0,0
2015-05-01,,,,,,,0,0,0,0,0,0
2015-05-02,,,,,,,0,0,0,0,0,0
2015-05-03,,,,,,,0,0,0,0,0,0
2015-05-04,,,,,,,0,0,0,0,0,0
2015-05-05,,,,,,,0,0,0,0,0,0
2015-05-06,,,,,,,0,0,0,0,0,0
2015-05-07,,,,,,,0,0,0,0,0,0
2015-05-08,,,,,,,0,0,0,0,0,0
2015-05-09,,,,,,,0,0,0,0,0,0
2015-05-10,,,,,,,0,0,0,0,0,0
2015-05-11,,,,,,,0,0,0,0,0,0
2015-05-12,,,,,,,0,0,0,0,0,0
2015-05-13,,,,,,,0,0,0,0,0,0
2015-05-14,,,,,,,0,0,0,0,0,0
2015-05-15,816.0,10.055,12.475000000000001,8.53,2.4,4.3,18,18,18,18,18,18
2015-05-16,815.0,10.055,12.32,8.55,2.5,4.0,144,144,144,144,144,144
2015-05-17,815.0,10.15,12.83,8.56,2.3,4.0,144,144,144,144,144,144
2015-05-18,819.0,9.83,12.12,8.5,3.2,3.9,131,131,131,131,131,131
2015-05-19,822.0,10.105,11.75,8.5,2.8,3.7,144,144,144,144,144,144
2015-05-20,823.0,10.67,12.535,8.555,2.3,3.0,144,144,144,144,144,144
2015-05-21,826.0,10.76,14.555,8.55,2.3,2.3,144,144,144,144,144,144
2015-05-22,833.0,10.655000000000001,15.585,8.52,2.0,1.9,144,144,144,144,144,144
2015-05-23,837.0,10.635000000000002,16.34,8.52,1.9,1.4,144,144,144,144,144,144
2015-05-24,835.0,10.645,16.615000000000002,8.53,1.7,1.3,144,144,144,144,144,144
2015-05-25,840.0,10.375,17.215,8.5,1.7,1.1,144,144,144,144,144,144
2015-05-26,842.0,10.055,18.15,8.495000000000001,2.0,1.2,144,144,144,144,144,144
2015-05-27,847.0,10.38,19.295,8.52,2.9,1.3,144,144,144,144,144,144
2015-05-28,850.0,10.614999999999998,19.36,8.58,4.6,1.5,144,144,144,144,144,144
2015-05-29,848.0,10.17,19.05,8.56,4.7,1.8,144,144,144,144,144,144
2015-05-30,852.0,9.47,17.75,8.48,6.35,1.8,116,116,116,116,116,116
2015-05-31,851.0,9.795,16.63,8.53,7.2,2.1,144,144,144,144,144,144
2015-06-01,852.0,9.54,15.74,8.53,8.3,2.1,144,144,144,144,144,144
2015-06-02,859.0,9.754999999999999,15.93,8.58,7.25,1.9,144,144,144,144,144,144
2015-06-03,859.0,10.485,16.814999999999998,8.62,6.4,2.3,144,144,144,144,144,144
2015-06-04,863.0,11.184999999999999,16.785,8.7,7.45,2.4,144,144,144,144,144,144
2015-06-05,862.0,10.175,16.465,8.64,4.0,2.2,144,144,144,144,144,144
2015-06-06,863.0,10.155000000000001,16.755000000000003,8.645,4.9,2.0,144,144,144,144,144,144
2015-06-07,864.0,10.405000000000001,17.22,8.69,5.9,1.75,144,144,144,144,144,144
2015-06-08,868.0,10.58,18.31,8.72,8.350000000000001,1.6,144,144,144,144,144,144
2015-06-09,868.5,10.655000000000001,18.98,8.74,6.55,1.6,144,144,144,144,144,144
2015-06-10,874.0,9.97,19.8,8.71,7.25,1.35,144,144,144,144,144,144
2015-06-11,874.0,9.88,20.1,8.73,8.2,1.4,144,144,144,144,144,144
2015-06-12,875.0,9.97,20.675,8.73,7.45,1.4,96,96,96,96,96,96
2015-06-13,876.0,8.67,20.38,8.68,5.0,1.2,144,144,144,144,144,144
2015-06-14,874.0,8.49,20.42,8.68,8.9,1.5,144,144,144,144,144,144
2015-06-15,871.0,8.19,19.66,8.64,8.6,1.6,144,144,144,144,143,144
2015-06-16,879.0,7.96,18.91,8.62,6.4,1.2,144,144,144,144,144,144
2015-06-17,880.0,9.21,19.475,8.7,6.2,1.4,144,144,144,144,144,144
2015-06-18,879.0,8.61,19.045,8.66,7.3,1.5,144,144,144,144,144,144
2015-06-19,880.0,8.13,18.77,8.6,6.2,1.4,144,144,144,144,144,144
2015-06-20,887.0,8.004999999999999,18.62,8.59,5.15,1.2,144,144,144,144,144,144
2015-06-21,884.0,8.65,18.915,8.64,6.0,1.5,144,144,144,144,144,144
2015-06-22,884.0,8.73,19.095,8.65,8.1,2.0,144,144,144,144,144,144
2015-06-23,881.0,9.405000000000001,19.44,8.71,9.7,2.4,144,144,144,144,144,144
2015-06-24,887.0,10.57,19.84,8.795,18.25,2.4,144,144,144,144,144,144
2015-06-25,888.5,12.629999999999999,21.06,8.905000000000001,12.65,2.4,144,144,144,144,144,144
2015-06-26,881.0,13.370000000000001,21.44,8.864999999999998,11.6,2.8,96,96,96,96,96,96
2015-06-27,877.0,15.32,22.615000000000002,8.77,10.350000000000001,2.7,144,144,144,144,144,144
2015-06-28,888.0,10.545,22.035,8.62,12.1,2.6,144,144,144,144,144,144
2015-06-29,894.5,10.52,22.535,8.65,11.4,3.6,144,144,144,144,144,144
2015-06-30,900.0,11.83,23.695,8.73,27.0,4.7,144,144,144,144,144,144
2015-07-01,905.0,9.1,23.04,8.59,28.95,4.3,144,144,144,144,144,144
2015-07-02,906.0,7.595,22.62,8.504999999999999,13.0,3.1,144,144,144,144,23,144
2015-07-03,907.0,8.175,22.65,8.5,,2.7,144,144,144,144,0,144
2015-07-04,916.0,8.79,22.994999999999997,8.57,,3.5,144,144,144,144,0,144
2015-07-05,907.0,8.65,23.33,8.56,,2.6,144,144,144,144,0,144
2015-07-06,910.0,7.265,22.72,8.41,,2.2,144,144,144,144,0,144
2015-07-07,911.0,6.87,22.285,8.425,,2.1,144,144,144,144,0,144
2015-07-08,912.0,6.405,22.155,8.35,,1.75,144,144,144,144,0,144
2015-07-09,928.5,5.68,21.799999999999997,8.28,,1.8,144,144,144,144,0,144
2015-07-10,945.5,3.92,21.41,8.12,3.7,1.4,96,71,96,96,25,96
2015-07-11,936.0,,22.165,8.485,4.9,1.7,144,0,144,144,144,144
2015-07-12,946.0,,22.595,8.46,4.2,1.4,144,0,144,144,144,144
2015-07-13,951.0,,22.655,8.36,4.3,1.6,144,0,144,144,144,144
2015-07-14,948.0,,23.13,8.44,7.3,2.0,144,0,144,144,144,144
2015-07-15,953.5,,23.045,8.5,7.7,2.5,96,0,96,96,96,96
2015-07-16,949.0,,23.59,8.54,11.4,2.5,143,0,143,143,143,143
2015-07-17,959.0,,24.17,8.84,13.2,2.5,144,0,144,144,144,144
2015-07-18,947.0,,22.810000000000002,8.57,9.9,2.2,144,0,144,144,144,144
2015-07-19,953.0,,21.88,8.545,8.1,2.1,144,0,144,144,144,144
2015-07-20,953.0,,21.49,8.67,15.7,2.9,144,0,144,144,144,144
2015-07-21,965.0,,21.369999999999997,8.59,12.3,2.3,144,0,144,144,144,144
2015-07-22,966.0,,22.05,8.6,8.4,2.2,144,0,144,144,144,144
2015-07-23,971.0,,21.92,8.53,7.2,1.7,144,0,144,144,144,144
2015-07-24,963.0,,22.12,8.63,12.850000000000001,2.6,144,0,144,144,144,144
2015-07-25,965.0,,21.965,8.61,11.7,2.7,144,0,144,144,144,144
2015-07-26,972.0,,22.8,8.7,13.9,2.7,144,0,144,144,144,144
2015-07-27,972.0,,22.9,8.73,15.5,2.5,77,0,77,77,77,77
2015-07-28,,,,,,,0,0,0,0,0,0
2015-07-29,,,,,,,0,0,0,0,0,0
2015-07-30,936.0,,19.58,8.425,19.15,2.7,2,0,2,2,2,2
2015-07-31,954.0,,19.42,8.4,16.1,2.4,144,0,144,144,144,144
2015-08-01,957.5,,20.02,8.54,15.6,2.75,144,0,144,144,144,144
2015-08-02,956.0,,21.744999999999997,8.835,17.0,3.0,144,0,144,144,144,144
2015-08-03,961.0,,21.325,8.76,13.6,2.9,144,0,144,144,144,144
2015-08-04,966.0,,21.515,8.75,12.8,2.9,144,0,144,144,144,144
2015-08-05,964.0,,21.54,8.63,10.95,2.6,144,0,144,144,144,144
